"松山機場","2019-01",169110,163979
"中山國中","2019-01",462223,453694
"南京復興","2019-01",1166788,1242058
"忠孝復興","2019-01",1551707,1568712
"大安","2019-01",756655,765289
"科技大樓","2019-01",440410,426205
"六張犁","2019-01",356577,351623
"麟光","2019-01",134449,124375
"辛亥","2019-01",97905,91123
"萬芳醫院","2019-01",408914,428388
"萬芳社區","2019-01",78299,63662
"木柵","2019-01",122058,128136
"動物園","2019-01",239950,243579
"大直","2019-01",275522,276306
"劍南路","2019-01",393460,394012
"西湖","2019-01",469472,484401
"港墘","2019-01",467255,466027
"文德","2019-01",168478,163590
"內湖","2019-01",287474,280709
"大湖公園","2019-01",110698,107280
"葫洲","2019-01",246977,241049
"東湖","2019-01",252375,260279
"南港軟體園區","2019-01",158697,149265
"南港展覽館","2019-01",1000033,935535
"小碧潭","2019-01",72525,75794
"新店","2019-01",392579,342422
"新店區公所","2019-01",343884,365955
"七張","2019-01",515905,504985
"大坪林","2019-01",660229,642587
"景美","2019-01",522756,525276
"萬隆","2019-01",317101,303415
"公館","2019-01",894154,869375
"台電大樓","2019-01",584152,579266
"古亭","2019-01",1023947,1020416
"中正紀念堂","2019-01",1010337,1005483
"小南門","2019-01",282537,288079
"頂溪","2019-01",1130411,1163499
"永安市場","2019-01",832977,841190
"景安","2019-01",798924,775817
"南勢角","2019-01",682704,663244
"台大醫院","2019-01",705550,739600
"台北車站","2019-01",4898284,4872095
"中山","2019-01",1323360,1363819
"雙連","2019-01",710231,756885
"民權西路","2019-01",744667,720625
"圓山","2019-01",888807,893349
"劍潭","2019-01",1064894,1032196
"士林","2019-01",899679,909600
"芝山","2019-01",747870,748290
"明德","2019-01",386707,374073
"石牌","2019-01",938840,972254
"唭哩岸","2019-01",233103,217723
"奇岩","2019-01",289601,250709
"北投","2019-01",562565,596657
"新北投","2019-01",224108,216438
"復興崗","2019-01",114948,114249
"忠義","2019-01",96956,98766
"關渡","2019-01",347692,358522
"竹圍","2019-01",288858,301105
"紅樹林","2019-01",357620,395397
"淡水","2019-01",1206984,1119767
"頂埔","2019-01",258491,250184
"永寧","2019-01",411531,421494
"土城","2019-01",230409,225435
"海山","2019-01",667587,673357
"亞東醫院","2019-01",750479,683505
"府中","2019-01",995212,903701
"板橋","2019-01",1254647,1345825
"新埔","2019-01",1283360,1231601
"江子翠","2019-01",795738,813458
"龍山寺","2019-01",1018990,981954
"西門","2019-01",2385840,2404431
"善導寺","2019-01",667582,697200
"忠孝新生","2019-01",1082896,1068095
"忠孝敦化","2019-01",1144879,1180646
"國父紀念館","2019-01",718088,783713
