"松山機場","2020-03-01 00",32,6
"松山機場","2020-03-01 01",0,0
"松山機場","2020-03-01 05",0,0
"松山機場","2020-03-01 06",18,53
"松山機場","2020-03-01 07",47,97
"松山機場","2020-03-01 08",70,141
"松山機場","2020-03-01 09",88,126
"松山機場","2020-03-01 10",124,210
"松山機場","2020-03-01 11",196,178
"松山機場","2020-03-01 12",176,227
"松山機場","2020-03-01 13",174,256
"松山機場","2020-03-01 14",224,212
"松山機場","2020-03-01 15",261,236
"松山機場","2020-03-01 16",224,274
"松山機場","2020-03-01 17",322,225
"松山機場","2020-03-01 18",269,134
"松山機場","2020-03-01 19",167,109
"松山機場","2020-03-01 20",164,80
"松山機場","2020-03-01 21",252,94
"松山機場","2020-03-01 22",133,65
"松山機場","2020-03-01 23",63,16
"松山機場","2020-03-02 00",8,7
"松山機場","2020-03-02 01",1,0
"松山機場","2020-03-02 05",0,0
"松山機場","2020-03-02 06",48,149
"松山機場","2020-03-02 07",293,323
"松山機場","2020-03-02 08",407,709
"松山機場","2020-03-02 09",297,273
"松山機場","2020-03-02 10",164,214
"松山機場","2020-03-02 11",155,171
"松山機場","2020-03-02 12",208,166
"松山機場","2020-03-02 13",144,227
"松山機場","2020-03-02 14",190,211
"松山機場","2020-03-02 15",172,178
"松山機場","2020-03-02 16",167,251
"松山機場","2020-03-02 17",341,352
"松山機場","2020-03-02 18",570,384
"松山機場","2020-03-02 19",305,266
"松山機場","2020-03-02 20",148,140
"松山機場","2020-03-02 21",116,105
"松山機場","2020-03-02 22",88,68
"松山機場","2020-03-02 23",37,12
"松山機場","2020-03-03 00",9,4
"松山機場","2020-03-03 01",2,0
"松山機場","2020-03-03 05",0,0
"松山機場","2020-03-03 06",52,102
"松山機場","2020-03-03 07",285,294
"松山機場","2020-03-03 08",430,653
"松山機場","2020-03-03 09",270,255
"松山機場","2020-03-03 10",123,148
"松山機場","2020-03-03 11",148,97
"松山機場","2020-03-03 12",188,148
"松山機場","2020-03-03 13",104,193
"松山機場","2020-03-03 14",169,168
"松山機場","2020-03-03 15",119,177
"松山機場","2020-03-03 16",154,237
"松山機場","2020-03-03 17",301,309
"松山機場","2020-03-03 18",596,376
"松山機場","2020-03-03 19",261,263
"松山機場","2020-03-03 20",154,161
"松山機場","2020-03-03 21",129,124
"松山機場","2020-03-03 22",86,82
"松山機場","2020-03-03 23",25,9
"松山機場","2020-03-04 00",11,7
"松山機場","2020-03-04 01",0,0
"松山機場","2020-03-04 05",0,0
"松山機場","2020-03-04 06",44,100
"松山機場","2020-03-04 07",293,283
"松山機場","2020-03-04 08",391,641
"松山機場","2020-03-04 09",274,279
"松山機場","2020-03-04 10",154,122
"松山機場","2020-03-04 11",124,125
"松山機場","2020-03-04 12",183,199
"松山機場","2020-03-04 13",125,209
"松山機場","2020-03-04 14",195,162
"松山機場","2020-03-04 15",138,145
"松山機場","2020-03-04 16",165,221
"松山機場","2020-03-04 17",310,329
"松山機場","2020-03-04 18",608,348
"松山機場","2020-03-04 19",310,264
"松山機場","2020-03-04 20",169,154
"松山機場","2020-03-04 21",137,125
"松山機場","2020-03-04 22",94,70
"松山機場","2020-03-04 23",46,11
"松山機場","2020-03-05 00",10,6
"松山機場","2020-03-05 01",1,0
"松山機場","2020-03-05 05",0,0
"松山機場","2020-03-05 06",49,118
"松山機場","2020-03-05 07",257,291
"松山機場","2020-03-05 08",365,662
"松山機場","2020-03-05 09",347,280
"松山機場","2020-03-05 10",139,159
"松山機場","2020-03-05 11",138,105
"松山機場","2020-03-05 12",150,140
"松山機場","2020-03-05 13",143,188
"松山機場","2020-03-05 14",139,149
"松山機場","2020-03-05 15",136,143
"松山機場","2020-03-05 16",189,203
"松山機場","2020-03-05 17",330,353
"松山機場","2020-03-05 18",625,377
"松山機場","2020-03-05 19",330,247
"松山機場","2020-03-05 20",188,170
"松山機場","2020-03-05 21",142,107
"松山機場","2020-03-05 22",94,84
"松山機場","2020-03-05 23",31,22
"松山機場","2020-03-06 00",8,6
"松山機場","2020-03-06 01",0,0
"松山機場","2020-03-06 05",0,0
"松山機場","2020-03-06 06",42,94
"松山機場","2020-03-06 07",271,279
"松山機場","2020-03-06 08",432,637
"松山機場","2020-03-06 09",321,287
"松山機場","2020-03-06 10",145,145
"松山機場","2020-03-06 11",136,111
"松山機場","2020-03-06 12",199,161
"松山機場","2020-03-06 13",138,214
"松山機場","2020-03-06 14",210,225
"松山機場","2020-03-06 15",204,233
"松山機場","2020-03-06 16",234,310
"松山機場","2020-03-06 17",388,357
"松山機場","2020-03-06 18",594,415
"松山機場","2020-03-06 19",377,248
"松山機場","2020-03-06 20",211,169
"松山機場","2020-03-06 21",167,142
"松山機場","2020-03-06 22",117,113
"松山機場","2020-03-06 23",55,19
"松山機場","2020-03-07 00",10,7
"松山機場","2020-03-07 01",0,0
"松山機場","2020-03-07 05",0,0
"松山機場","2020-03-07 06",18,66
"松山機場","2020-03-07 07",50,96
"松山機場","2020-03-07 08",115,160
"松山機場","2020-03-07 09",138,130
"松山機場","2020-03-07 10",145,147
"松山機場","2020-03-07 11",127,129
"松山機場","2020-03-07 12",172,137
"松山機場","2020-03-07 13",141,177
"松山機場","2020-03-07 14",165,167
"松山機場","2020-03-07 15",152,158
"松山機場","2020-03-07 16",142,160
"松山機場","2020-03-07 17",180,138
"松山機場","2020-03-07 18",209,101
"松山機場","2020-03-07 19",90,89
"松山機場","2020-03-07 20",120,104
"松山機場","2020-03-07 21",114,109
"松山機場","2020-03-07 22",79,60
"松山機場","2020-03-07 23",33,14
"松山機場","2020-03-08 00",6,3
"松山機場","2020-03-08 01",0,0
"松山機場","2020-03-08 05",0,0
"松山機場","2020-03-08 06",16,49
"松山機場","2020-03-08 07",53,93
"松山機場","2020-03-08 08",73,115
"松山機場","2020-03-08 09",80,113
"松山機場","2020-03-08 10",114,156
"松山機場","2020-03-08 11",142,111
"松山機場","2020-03-08 12",128,141
"松山機場","2020-03-08 13",138,209
"松山機場","2020-03-08 14",228,162
"松山機場","2020-03-08 15",175,153
"松山機場","2020-03-08 16",183,192
"松山機場","2020-03-08 17",209,208
"松山機場","2020-03-08 18",191,121
"松山機場","2020-03-08 19",109,95
"松山機場","2020-03-08 20",148,99
"松山機場","2020-03-08 21",164,80
"松山機場","2020-03-08 22",88,73
"松山機場","2020-03-08 23",22,20
"松山機場","2020-03-09 00",8,9
"松山機場","2020-03-09 01",1,0
"松山機場","2020-03-09 05",0,0
"松山機場","2020-03-09 06",56,141
"松山機場","2020-03-09 07",291,333
"松山機場","2020-03-09 08",416,706
"松山機場","2020-03-09 09",293,303
"松山機場","2020-03-09 10",179,159
"松山機場","2020-03-09 11",133,140
"松山機場","2020-03-09 12",158,155
"松山機場","2020-03-09 13",151,187
"松山機場","2020-03-09 14",138,178
"松山機場","2020-03-09 15",153,174
"松山機場","2020-03-09 16",164,222
"松山機場","2020-03-09 17",318,358
"松山機場","2020-03-09 18",569,366
"松山機場","2020-03-09 19",292,247
"松山機場","2020-03-09 20",147,148
"松山機場","2020-03-09 21",118,109
"松山機場","2020-03-09 22",82,81
"松山機場","2020-03-09 23",27,17
"松山機場","2020-03-10 00",7,0
"松山機場","2020-03-10 01",0,0
"松山機場","2020-03-10 05",0,0
"松山機場","2020-03-10 06",48,95
"松山機場","2020-03-10 07",246,293
"松山機場","2020-03-10 08",334,692
"松山機場","2020-03-10 09",338,282
"松山機場","2020-03-10 10",148,155
"松山機場","2020-03-10 11",125,101
"松山機場","2020-03-10 12",161,133
"松山機場","2020-03-10 13",125,207
"松山機場","2020-03-10 14",140,145
"松山機場","2020-03-10 15",138,168
"松山機場","2020-03-10 16",162,224
"松山機場","2020-03-10 17",325,316
"松山機場","2020-03-10 18",591,341
"松山機場","2020-03-10 19",351,249
"松山機場","2020-03-10 20",183,159
"松山機場","2020-03-10 21",82,136
"松山機場","2020-03-10 22",108,74
"松山機場","2020-03-10 23",36,20
"松山機場","2020-03-11 00",12,6
"松山機場","2020-03-11 01",1,0
"松山機場","2020-03-11 05",0,0
"松山機場","2020-03-11 06",49,100
"松山機場","2020-03-11 07",270,292
"松山機場","2020-03-11 08",411,683
"松山機場","2020-03-11 09",311,275
"松山機場","2020-03-11 10",160,121
"松山機場","2020-03-11 11",124,94
"松山機場","2020-03-11 12",144,177
"松山機場","2020-03-11 13",141,209
"松山機場","2020-03-11 14",164,129
"松山機場","2020-03-11 15",142,130
"松山機場","2020-03-11 16",153,213
"松山機場","2020-03-11 17",296,317
"松山機場","2020-03-11 18",583,395
"松山機場","2020-03-11 19",288,266
"松山機場","2020-03-11 20",168,158
"松山機場","2020-03-11 21",149,135
"松山機場","2020-03-11 22",79,78
"松山機場","2020-03-11 23",31,24
"松山機場","2020-03-12 00",11,8
"松山機場","2020-03-12 01",0,0
"松山機場","2020-03-12 05",0,0
"松山機場","2020-03-12 06",53,110
"松山機場","2020-03-12 07",245,264
"松山機場","2020-03-12 08",379,648
"松山機場","2020-03-12 09",280,278
"松山機場","2020-03-12 10",136,166
"松山機場","2020-03-12 11",121,110
"松山機場","2020-03-12 12",200,139
"松山機場","2020-03-12 13",134,185
"松山機場","2020-03-12 14",170,138
"松山機場","2020-03-12 15",147,144
"松山機場","2020-03-12 16",195,231
"松山機場","2020-03-12 17",304,313
"松山機場","2020-03-12 18",617,370
"松山機場","2020-03-12 19",309,242
"松山機場","2020-03-12 20",198,138
"松山機場","2020-03-12 21",115,132
"松山機場","2020-03-12 22",85,104
"松山機場","2020-03-12 23",35,20
"松山機場","2020-03-13 00",19,10
"松山機場","2020-03-13 01",0,0
"松山機場","2020-03-13 05",0,0
"松山機場","2020-03-13 06",39,85
"松山機場","2020-03-13 07",244,282
"松山機場","2020-03-13 08",336,637
"松山機場","2020-03-13 09",292,292
"松山機場","2020-03-13 10",142,148
"松山機場","2020-03-13 11",150,131
"松山機場","2020-03-13 12",165,184
"松山機場","2020-03-13 13",142,235
"松山機場","2020-03-13 14",225,177
"松山機場","2020-03-13 15",208,165
"松山機場","2020-03-13 16",194,311
"松山機場","2020-03-13 17",425,348
"松山機場","2020-03-13 18",601,381
"松山機場","2020-03-13 19",366,233
"松山機場","2020-03-13 20",195,159
"松山機場","2020-03-13 21",175,126
"松山機場","2020-03-13 22",113,103
"松山機場","2020-03-13 23",36,32
"松山機場","2020-03-14 00",8,8
"松山機場","2020-03-14 01",0,0
"松山機場","2020-03-14 05",0,0
"松山機場","2020-03-14 06",22,70
"松山機場","2020-03-14 07",40,96
"松山機場","2020-03-14 08",85,167
"松山機場","2020-03-14 09",115,146
"松山機場","2020-03-14 10",127,134
"松山機場","2020-03-14 11",160,118
"松山機場","2020-03-14 12",150,164
"松山機場","2020-03-14 13",114,170
"松山機場","2020-03-14 14",160,178
"松山機場","2020-03-14 15",156,139
"松山機場","2020-03-14 16",155,158
"松山機場","2020-03-14 17",181,151
"松山機場","2020-03-14 18",174,95
"松山機場","2020-03-14 19",111,85
"松山機場","2020-03-14 20",114,89
"松山機場","2020-03-14 21",93,77
"松山機場","2020-03-14 22",87,69
"松山機場","2020-03-14 23",47,22
"松山機場","2020-03-15 00",8,1
"松山機場","2020-03-15 01",0,0
"松山機場","2020-03-15 05",0,0
"松山機場","2020-03-15 06",9,55
"松山機場","2020-03-15 07",41,82
"松山機場","2020-03-15 08",71,103
"松山機場","2020-03-15 09",130,149
"松山機場","2020-03-15 10",91,140
"松山機場","2020-03-15 11",125,121
"松山機場","2020-03-15 12",156,164
"松山機場","2020-03-15 13",117,201
"松山機場","2020-03-15 14",184,196
"松山機場","2020-03-15 15",212,106
"松山機場","2020-03-15 16",174,189
"松山機場","2020-03-15 17",158,200
"松山機場","2020-03-15 18",192,121
"松山機場","2020-03-15 19",108,105
"松山機場","2020-03-15 20",149,105
"松山機場","2020-03-15 21",157,97
"松山機場","2020-03-15 22",99,67
"松山機場","2020-03-15 23",21,23
"松山機場","2020-03-16 00",12,2
"松山機場","2020-03-16 01",0,0
"松山機場","2020-03-16 05",0,0
"松山機場","2020-03-16 06",48,161
"松山機場","2020-03-16 07",275,328
"松山機場","2020-03-16 08",419,650
"松山機場","2020-03-16 09",305,301
"松山機場","2020-03-16 10",154,164
"松山機場","2020-03-16 11",128,133
"松山機場","2020-03-16 12",149,155
"松山機場","2020-03-16 13",133,166
"松山機場","2020-03-16 14",164,155
"松山機場","2020-03-16 15",148,159
"松山機場","2020-03-16 16",158,242
"松山機場","2020-03-16 17",299,321
"松山機場","2020-03-16 18",518,381
"松山機場","2020-03-16 19",352,257
"松山機場","2020-03-16 20",147,148
"松山機場","2020-03-16 21",105,132
"松山機場","2020-03-16 22",79,77
"松山機場","2020-03-16 23",16,18
"松山機場","2020-03-17 00",8,6
"松山機場","2020-03-17 01",0,0
"松山機場","2020-03-17 05",0,0
"松山機場","2020-03-17 06",40,96
"松山機場","2020-03-17 07",262,289
"松山機場","2020-03-17 08",375,678
"松山機場","2020-03-17 09",284,269
"松山機場","2020-03-17 10",131,162
"松山機場","2020-03-17 11",126,115
"松山機場","2020-03-17 12",154,135
"松山機場","2020-03-17 13",143,166
"松山機場","2020-03-17 14",129,179
"松山機場","2020-03-17 15",126,150
"松山機場","2020-03-17 16",179,230
"松山機場","2020-03-17 17",335,324
"松山機場","2020-03-17 18",526,351
"松山機場","2020-03-17 19",300,227
"松山機場","2020-03-17 20",165,169
"松山機場","2020-03-17 21",115,119
"松山機場","2020-03-17 22",80,72
"松山機場","2020-03-17 23",34,21
"松山機場","2020-03-18 00",7,3
"松山機場","2020-03-18 01",0,0
"松山機場","2020-03-18 05",0,0
"松山機場","2020-03-18 06",47,113
"松山機場","2020-03-18 07",286,267
"松山機場","2020-03-18 08",411,665
"松山機場","2020-03-18 09",263,235
"松山機場","2020-03-18 10",146,144
"松山機場","2020-03-18 11",102,108
"松山機場","2020-03-18 12",138,162
"松山機場","2020-03-18 13",133,161
"松山機場","2020-03-18 14",144,122
"松山機場","2020-03-18 15",130,110
"松山機場","2020-03-18 16",150,216
"松山機場","2020-03-18 17",302,305
"松山機場","2020-03-18 18",559,411
"松山機場","2020-03-18 19",298,200
"松山機場","2020-03-18 20",145,148
"松山機場","2020-03-18 21",116,126
"松山機場","2020-03-18 22",63,72
"松山機場","2020-03-18 23",41,14
"松山機場","2020-03-19 00",13,9
"松山機場","2020-03-19 01",0,0
"松山機場","2020-03-19 05",0,0
"松山機場","2020-03-19 06",59,108
"松山機場","2020-03-19 07",262,262
"松山機場","2020-03-19 08",372,659
"松山機場","2020-03-19 09",262,274
"松山機場","2020-03-19 10",132,135
"松山機場","2020-03-19 11",116,93
"松山機場","2020-03-19 12",123,151
"松山機場","2020-03-19 13",130,172
"松山機場","2020-03-19 14",119,128
"松山機場","2020-03-19 15",114,159
"松山機場","2020-03-19 16",159,213
"松山機場","2020-03-19 17",315,318
"松山機場","2020-03-19 18",535,364
"松山機場","2020-03-19 19",344,251
"松山機場","2020-03-19 20",178,149
"松山機場","2020-03-19 21",138,96
"松山機場","2020-03-19 22",60,81
"松山機場","2020-03-19 23",34,16
"松山機場","2020-03-20 00",24,5
"松山機場","2020-03-20 01",1,0
"松山機場","2020-03-20 05",0,0
"松山機場","2020-03-20 06",41,109
"松山機場","2020-03-20 07",251,264
"松山機場","2020-03-20 08",395,596
"松山機場","2020-03-20 09",264,256
"松山機場","2020-03-20 10",124,125
"松山機場","2020-03-20 11",132,90
"松山機場","2020-03-20 12",143,138
"松山機場","2020-03-20 13",150,179
"松山機場","2020-03-20 14",172,153
"松山機場","2020-03-20 15",193,142
"松山機場","2020-03-20 16",167,264
"松山機場","2020-03-20 17",377,332
"松山機場","2020-03-20 18",501,400
"松山機場","2020-03-20 19",312,233
"松山機場","2020-03-20 20",181,134
"松山機場","2020-03-20 21",148,134
"松山機場","2020-03-20 22",86,87
"松山機場","2020-03-20 23",31,27
"松山機場","2020-03-21 00",21,7
"松山機場","2020-03-21 01",0,0
"松山機場","2020-03-21 05",0,0
"松山機場","2020-03-21 06",17,62
"松山機場","2020-03-21 07",40,101
"松山機場","2020-03-21 08",97,102
"松山機場","2020-03-21 09",102,135
"松山機場","2020-03-21 10",110,136
"松山機場","2020-03-21 11",116,90
"松山機場","2020-03-21 12",118,139
"松山機場","2020-03-21 13",98,146
"松山機場","2020-03-21 14",121,120
"松山機場","2020-03-21 15",96,115
"松山機場","2020-03-21 16",131,117
"松山機場","2020-03-21 17",156,154
"松山機場","2020-03-21 18",168,103
"松山機場","2020-03-21 19",76,64
"松山機場","2020-03-21 20",81,83
"松山機場","2020-03-21 21",82,72
"松山機場","2020-03-21 22",70,78
"松山機場","2020-03-21 23",25,7
"松山機場","2020-03-22 00",3,1
"松山機場","2020-03-22 01",0,0
"松山機場","2020-03-22 05",0,0
"松山機場","2020-03-22 06",11,53
"松山機場","2020-03-22 07",36,62
"松山機場","2020-03-22 08",63,105
"松山機場","2020-03-22 09",68,90
"松山機場","2020-03-22 10",77,104
"松山機場","2020-03-22 11",89,90
"松山機場","2020-03-22 12",117,139
"松山機場","2020-03-22 13",98,162
"松山機場","2020-03-22 14",159,159
"松山機場","2020-03-22 15",115,144
"松山機場","2020-03-22 16",155,136
"松山機場","2020-03-22 17",157,147
"松山機場","2020-03-22 18",151,91
"松山機場","2020-03-22 19",111,89
"松山機場","2020-03-22 20",120,85
"松山機場","2020-03-22 21",127,65
"松山機場","2020-03-22 22",88,53
"松山機場","2020-03-22 23",24,19
"松山機場","2020-03-23 00",12,5
"松山機場","2020-03-23 01",0,0
"松山機場","2020-03-23 05",0,0
"松山機場","2020-03-23 06",50,149
"松山機場","2020-03-23 07",273,292
"松山機場","2020-03-23 08",392,656
"松山機場","2020-03-23 09",281,254
"松山機場","2020-03-23 10",133,124
"松山機場","2020-03-23 11",130,112
"松山機場","2020-03-23 12",124,121
"松山機場","2020-03-23 13",95,140
"松山機場","2020-03-23 14",126,122
"松山機場","2020-03-23 15",115,120
"松山機場","2020-03-23 16",140,201
"松山機場","2020-03-23 17",278,308
"松山機場","2020-03-23 18",526,345
"松山機場","2020-03-23 19",255,223
"松山機場","2020-03-23 20",142,151
"松山機場","2020-03-23 21",119,139
"松山機場","2020-03-23 22",76,69
"松山機場","2020-03-23 23",24,22
"松山機場","2020-03-24 00",11,3
"松山機場","2020-03-24 01",0,0
"松山機場","2020-03-24 05",0,0
"松山機場","2020-03-24 06",44,98
"松山機場","2020-03-24 07",246,248
"松山機場","2020-03-24 08",361,664
"松山機場","2020-03-24 09",255,281
"松山機場","2020-03-24 10",126,99
"松山機場","2020-03-24 11",106,75
"松山機場","2020-03-24 12",148,134
"松山機場","2020-03-24 13",104,155
"松山機場","2020-03-24 14",114,111
"松山機場","2020-03-24 15",117,125
"松山機場","2020-03-24 16",140,162
"松山機場","2020-03-24 17",309,284
"松山機場","2020-03-24 18",512,341
"松山機場","2020-03-24 19",285,212
"松山機場","2020-03-24 20",143,123
"松山機場","2020-03-24 21",109,128
"松山機場","2020-03-24 22",89,79
"松山機場","2020-03-24 23",38,14
"松山機場","2020-03-25 00",16,3
"松山機場","2020-03-25 01",0,0
"松山機場","2020-03-25 05",0,0
"松山機場","2020-03-25 06",49,107
